,win1,elo_dif,tc_abs_distance,oro0_dist_TC_0,oro1_dist_TC_0,oro2_dist_TC_0,oro0_dist_TC_1,oro1_dist_TC_1,oro2_dist_TC_1,oro0_angle_TC_0,oro1_angle_TC_0,oro2_angle_TC_0,oro0_angle_TC_1,oro1_angle_TC_1,oro2_angle_TC_1,piedra0_dist_TC_0,piedra1_dist_TC_0,piedra0_dist_TC_1,piedra1_dist_TC_1,piedra0_angle_TC_0,piedra1_angle_TC_0,piedra0_angle_TC_1,piedra1_angle_TC_1,baya0_dist_TC_0,baya0_dist_TC_1,baya0_angle_TC_0,baya0_angle_TC_1,bosque0_dist_TC_0,bosque1_dist_TC_0,bosque2_dist_TC_0,bosque0_dist_TC_1,bosque1_dist_TC_1,bosque2_dist_TC_1,bosque0_angle_TC_0,bosque1_angle_TC_0,bosque2_angle_TC_0,bosque0_angle_TC_1,bosque1_angle_TC_1,bosque2_angle_TC_1
0,1.0,2.0,0.6176323555016366,0.0962219284700473,0.17686299097924643,0.2110279030813372,0.11286125741256342,0.17153063869106774,0.20658855972152113,0.22282230221227203,0.9768586242705558,0.842082030118895,0.4721730270504633,0.5557114300921571,0.42680337567880916,0.10566243789185449,0.15239382189946218,0.12281289758205365,0.1555649043104678,0.6428171815306171,0.47975808428335626,0.7161047293751938,0.20394306843946972,0.10919659308714848,0.09625734155352188,0.9663778980583433,0.654769646229917,0.14888995222340157,0.15751575605078189,0.19936502824280122,0.13283537871488496,0.15051397771726915,0.1852378746023441,0.6956141330186615,0.19841611493071015,0.7343058673375927,0.35424990794396993,0.8304448262330958,0.5535018041404738
1,1.0,-13.0,0.5905030462717783,0.10716610610855189,0.16618787020455195,0.20634837261026862,0.10032234399216179,0.17443057470129772,0.20148451131732495,0.4002188026917498,0.7707330201151579,0.49637258037269144,0.22226979432803012,0.9092769741654182,0.18912581231634407,0.12255419719454734,0.15958357981105856,0.10920746096879098,0.1513136245956763,0.009128897051762612,0.47874898215465833,0.5083159950600483,0.2294601290639176,0.11388577919619727,0.10860499042545191,0.7784325637307812,0.30783351762814504,0.12591833144679926,0.1616032893511368,0.1864787371142536,0.1339348350869283,0.15820021299870068,0.17299457856192355,0.21765239520084245,0.7346009814812374,0.3252169786167286,0.6084590630896529,0.8829756248842564,0.04871610992414766
2,0.0,-96.0,0.6235334356010911,0.10735191657509871,0.1758246474207328,0.2037999603241497,0.1043929567988625,0.17383909726606742,0.20465917027233962,0.7302851001449753,0.7825110351602504,0.14279736356950404,0.7554875577757767,0.20684021076068235,0.7839750198126968,0.12813452708481818,0.1607031439900329,0.11509591787939309,0.15727204796247965,0.0017021756792912131,0.3797631500558778,0.021239725969260246,0.3694800607777356,0.09889835079040753,0.10394670787118247,0.26091811428844736,0.8578904598438887,0.13757922084622434,0.1664038517793961,0.19117082687883238,0.12730905959623823,0.14017214717811952,0.16563313327372767,0.25284197703659483,0.8008338151026457,0.023686847696186484,0.3207737307824414,0.7106736920082182,0.934928886283897
3,1.0,110.0,0.6298638865858242,0.10528996799170319,0.17438683035585714,0.21126277004671812,0.10432731022814103,0.18192392222179715,0.20470576314039285,0.7285587309305203,0.1577894614193304,0.1475836176504332,0.5922638435426093,0.8385361287966208,0.15833369664226207,0.11286832067723876,0.1478710408652164,0.1154348097953993,0.15634762575148048,0.6224789717289935,0.3121965706784811,0.9639032746534356,0.17222387334905173,0.10094295543392853,0.11558510948527166,0.20737918946580244,0.3353023224900072,0.12783106723518242,0.15047240353390917,0.1669055978386507,0.15002624161793002,0.16072030456340458,0.18347606742280578,0.9224330714414826,0.13509670459181783,0.8120217825152505,0.35013893958032455,0.17284859468717378,0.6537397456585247
4,1.0,37.0,0.6221124703630767,0.0976291416456654,0.17225189500272922,0.19186408891004395,0.10230181266099096,0.18256234554191514,0.19921875,0.6374864735912861,0.14184691651355796,0.4268865879684087,0.15774625473652545,0.15942482268981384,0.9599207664488513,0.11559332336363548,0.16519789417023828,0.11718750000000004,0.16519789417023828,0.7301576918891005,0.8318372430859793,0.6057030237041542,0.06023774552579525,0.09886405871212613,0.09527478192670157,0.3758405963451486,0.8257305549389313,0.13219389509134152,0.18197285456082968,0.1896914983289407,0.15662902694527955,0.16395844687910255,0.2053478973392481,0.26393654883281953,0.5751518103290592,0.9821038252918359,0.6530150815363113,0.43055965083974823,0.2595829524491519
5,1.0,-45.0,0.6154048622908743,0.09095126219588989,0.17471464597889683,0.207913802846426,0.09978078052086001,0.17215220897984615,0.2025325645353498,0.38128435919715925,0.4874838244012851,0.31316986076736814,0.7534198059420699,0.06266212839331009,0.5076775516675418,0.10629594594809338,0.14906579611790768,0.12047472828875774,0.1369417823668602,0.9460448787315096,0.5153602339490936,0.40147838933460184,0.9735736134041758,0.09934307062610664,0.10611779458754785,0.10333756071662718,0.5798190514241215,0.1340180667484716,0.16731962447362697,0.1828025713616236,0.13274303159607365,0.14535984301829852,0.22678548428810222,0.3078206184027224,0.7108944978554214,0.7839986503788858,0.6447550587663249,0.2775816170138236,0.3877324800586806
6,0.0,-78.0,0.5213343943969647,0.10094124155888408,0.17757333019813604,0.2036688932223236,0.11318637168551536,0.1659581702050625,0.19665553864284183,0.9119650504758647,0.5578732740792485,0.4716473149869561,0.66749544156841,0.2454745719457793,0.19335609523753408,0.11094850297547959,0.1432587564132207,0.1266010743684666,0.1478710408652164,0.10245886898655185,0.4541889721059321,0.196083331627091,0.960838571414995,0.11110517697912416,0.10598990325504526,0.6631899862671086,0.8125566617015827,0.144507425023481,0.14747219397547304,0.19880243259638108,0.13818652951198715,0.14690422458792712,0.18606182223838258,0.13404332335888355,0.4048173483002355,0.9381388787014906,0.3545013662142397,0.6341093843356365,0.7699054568288616
7,1.0,-22.0,0.6298638865858242,0.09193881842240616,0.1781952301243288,0.20301228844041067,0.12104102086015027,0.16946103096471768,0.20064022588738437,0.9283680886395438,0.4000468436098091,0.5888151032091395,0.4386806159020509,0.388718377539873,0.5718639175835324,0.12969691230904462,0.1484888891308454,0.12015005266852778,0.14626285333475825,0.1225851458031691,0.5591256895454729,0.14138355992039278,0.5660589614439607,0.11015501870864244,0.09855489307378258,0.438576536378943,0.6592966884437836,0.15921545435637025,0.1594800420646777,0.18136694815620097,0.1288438237650348,0.18939286878352454,0.1957590593045826,0.9548577449061917,0.5255282568206322,0.055737216422051886,0.2353322004790603,0.9134526516038941,0.4099082339709463
8,1.0,40.0,0.5161573955987165,0.09963711661011454,0.16869392876319675,0.19833597304353287,0.10631422503669516,0.16778696558526976,0.21068416500252812,0.305692732035133,0.8102338101200052,0.040819230044201384,0.24270354650598822,0.2135154615258004,0.3400691808425494,0.10242422885357742,0.16164985700436377,0.1137517170200081,0.14587111210810813,0.09997593816001905,0.14172581485308972,0.6921230236151851,0.4263861496067257,0.11086840081983336,0.1172525860922159,0.7620059971568136,0.11414389323781574,0.13296395897605107,0.14386603284001837,0.17839145538576384,0.11845970488835943,0.17871022659314129,0.23112827339190212,0.8406620532982708,0.45109655520001124,0.650185491153663,0.7327684341968135,0.17432678752665093,0.5809316168902704
9,0.0,-45.0,0.6011057519272295,0.10800550234294569,0.18375989822404806,0.20891134822219598,0.10611486003575635,0.1646311758819259,0.19735262623545513,0.23136844452426078,0.6685217737653208,0.2699231158903392,0.468620847923693,0.6285201630012303,0.05929989566790296,0.1161411620884258,0.14709508112314634,0.11767606489851704,0.1484888891308454,0.31499409782668125,0.9045325110657968,0.21450218918743694,0.5074012214103869,0.101470644893849,0.0920711954669984,0.6057739570406626,0.004680690337445071,0.1530752172872052,0.15360935015779173,0.18874506348686257,0.14396339139231948,0.17718878038911165,0.18243831633266286,0.7163536914577678,0.12133587718931545,0.5481603489082252,0.7230422294241768,0.24813068929451848,0.14623555649885492
